mcc,edited_description,irs_description,linked_fi_category,plaid_description
3756,SOUTH SEAS RESORTS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3757,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3758,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3759,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3760,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3761,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3762,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3763,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3764,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3765,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3766,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3767,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3768,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3769,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3770,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3771,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3772,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3773,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3774,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3775,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3776,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3777,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3778,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3779,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3780,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3781,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3782,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3783,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3784,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3785,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3786,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3787,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3788,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3789,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3790,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3812,Hyatt Place,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3813,Hotel Indigo,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3814,The Roosvelt Hotel,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3826,Autograph Hotel,Autograph Hotel,22012003,Travel: Lodging: Hotels and Motels
3835,Masters Economy Inns,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
4011,Railroads,Railroads,22015000,Travel: Rail
4111,"Local/Suburban Commuter Passenger Transportation - Railroads, Feries, Local Water Transportation.","Commuter Transport, Ferries",22014000,Travel: Public Transportation Services
4112,Passenger Railways,Passenger Railways,22015000,Travel: Rail
4119,Ambulance Services,Ambulance Services,14001011,Healthcare: Healthcare Services: Emergency Services
4121,Taxicabs and Limousines,Taxicabs/Limousines,22016000,Travel: Taxi
4131,"Bus Lines, Including Charters, Tour Buses",Bus Lines,22004000,Travel: Bus Stations
4214,"Motor Freight Carriers, Moving and Storage Companies, Trucking - Local/Long Distance, Delivery Services - Local","Motor Freight Carriers and Trucking - Local and Long Distance, Moving and Storage Companies, and Local Delivery Services ",18066000,Service: Transportation
4215,"Courier Services - Air or Ground, Freight forwarders",Courier Services ,18058000,Service: Shipping and Freight
4225,"Public warehousing, Storage","Public Warehousing and Storage - Farm Products, Refrigerated Goods, Household Goods, and Storage ",18060000,Service: Storage
4411,Cruise and Steamship Lines,Cruise Lines,22008000,Travel: Cruises
4457,Boat Rentals and Leases,Boat Rentals and Leases,17006000,Recreation: Boating
4468,"Marinas, Marine Service, and Supplies","Marinas, Service and Supplies",17006000,Recreation: Boating
4511,"Airlines, Air Carriers ( not listed elsewhere)","Airlines, Air Carriers",22001000,Travel: Airlines and Aviation Services
4582,"Airports, Airport Terminals, Flying Fields","Airports, Flying Fields",22002000,Travel: Airports
4722,Travel Agencies and Tour Operations,"Travel Agencies, Tour Operators",18067000,Service: Travel Agents and Tour Operators
4723,Package Tour Operators (For use in Germany only),TUI Travel - Germany,18067000,Service: Travel Agents and Tour Operators
4784,Toll and Bridge Fees,Tolls/Bridge Fees,22017000,Travel: Tolls and Fees
4789,"Transportation Services, Not elsewhere classified)",Transportation Services (Not Elsewhere Classified),22014000,Travel: Public Transportation Services
4812,Telecommunications Equipment including telephone sales,Telecommunication Equipment and Telephone Sales,18063000,Service: Telecommunication Services
4814,"Fax services, Telecommunication Services",Telecommunication Services,18063000,Service: Telecommunication Services
4815,VisaPhone,,18063000,Service: Telecommunication Services
4816,Computer Network Services,Computer Network Services,18012000,Service: Computers
4821,Telegraph services,Telegraph Services,18063000,Service: Telecommunication Services
4829,Money Orders - Wire Transfer,"Wires, Money Orders",21011000,Transfer: Wire
4899,Cable and other pay television (previously Cable Services),"Cable, Satellite, and Other Pay Television and Radio",18009000,Service: Cable
4900,"Electric, Gas, Sanitary and Water Utilities",Utilities ,18068000,Service: Utilities
5013,Motor vehicle supplies and new parts,Motor Vehicle Supplies and New Parts,19005006,Shops: Automotive: Car Parts and Accessories
5021,Office and Commercial Furniture,Office and Commercial Furniture,19027000,Shops: Furniture and Home Decor
5039,"Construction Materials, Not Elsewhere Classified",Construction Materials (Not Elsewhere Classified),19014000,Shops: Construction Supplies
5044,"Office, Photographic, Photocopy, and Microfilm Equipment","Photographic, Photocopy, Microfilm Equipment, and Supplies",18037003,Service: Manufacturing: Computers and Office Machines
5045,"Computers, Computer Peripheral Equipment, Software","Computers, Peripherals, and Software",18037003,Service: Manufacturing: Computers and Office Machines
5046,"Commercial Equipment, Not Elsewhere Classified",Commercial Equipment (Not Elsewhere Classified),18037003,Service: Manufacturing: Computers and Office Machines
5047,"Medical, Dental Ophthalmic, Hospital Equipment and Supplies","Medical, Dental, Ophthalmic, and Hospital Equipment and Supplies",14001009,Healthcare: Healthcare Services: Medical Supplies and Labs
5051,Metal Service Centers and Offices,Metal Service Centers,18037010,Service: Manufacturing: Metal Products
5065,Electrical Parts and Equipment,Electrical Parts and Equipment,18037004,Service: Manufacturing: Electrical Equipment and Components
5072,Hardware Equipment and Supplies,"Hardware, Equipment, and Supplies",18024020,Service: Home Improvement: Hardware and Services
5074,Plumbing and Heating Equipment and Supplies,"Plumbing, Heating Equipment, and Supplies",18024007,Service: Home Improvement: Plumbing
5085,"Industrial Supplies, Not Elsewhere Classified",Industrial Supplies (Not Elsewhere Classified),19032000,Shops: Industrial Supplies
5094,"Precious Stones and Metals, Watches and Jewelry","Precious Stones and Metals, Watches and Jewelry",19033000,Shops: Jewelry and Watches
5099,"Durable Goods, Not Elsewhere Classified",Durable Goods (Not Elsewhere Classified),18037000,Service: Manufacturing
5111,"Stationery, Office Supplies, Printing, and Writing Paper","Stationary, Office Supplies, Printing and Writing Paper",19010000,Shops: Cards and Stationery
5122,"Drugs, Drug Proprietors, and Druggist's Sundries","Drugs, Drug Proprietaries, and Druggist Sundries",19043000,Shops: Pharmacies
5131,"Piece Goods, Notions, and Other Dry Goods","Piece Goods, Notions, and Other Dry Goods",18037000,Service: Manufacturing
5137,Men's Women's and Children's Uniforms and Commercial Clothing,"Uniforms, Commercial Clothing",19012000,Shops: Clothing and Accessories
5139,Commercial Footwear,Commercial Footwear,19012003,Shops: Clothing and Accessories: Shoe Store
5169,"Chemicals and Allied Products, Not Elsewhere Classified",Chemicals and Allied Products (Not Elsewhere Classified),18037002,Service: Manufacturing: Chemicals and Gasses
5172,Petroleum and Petroleum Products,Petroleum and Petroleum Products,18037013,Service: Manufacturing: Petroleum
5192,"Books, Periodicals, and Newspapers","Books, Periodicals, and Newspapers",19038000,Shops: Newsstands
5193,"Florists' Supplies, Nursery Stock and Flowers","Florists Supplies, Nursery Stock, and Flowers",19024000,Shops: Florists
5198,"Paints, Varnishes, and Supplies","Paints, Varnishes, and Supplies",18013003,Service: Construction: Painting
5199,"Non-durable Goods, Not Elsewhere Classified",Nondurable Goods (Not Elsewhere Classified),18037000,Service: Manufacturing
5200,Home Supply Warehouse Stores,Home Supply Warehouse Stores,19030000,Shops: Hardware Store
5211,Lumber and Building Materials Stores,"Lumber, Building Materials Stores",18024020,Service: Home Improvement: Hardware and Services
5231,"Glass, Paint, and Wallpaper Stores","Glass, Paint, and Wallpaper Stores",18024009,Service: Home Improvement: Painting
5251,Hardware Stores,Hardware Stores,19030000,Shops: Hardware Store
5261,Nurseries - Lawn and Garden Supply Store,"Nurseries, Lawn and Garden Supply Stores",18024013,Service: Home Improvement: Landscaping and Gardeners
5271,Mobile Home Dealers,Mobile Home Dealers,18024011,Service: Home Improvement: Mobile Homes
5300,Wholesale Clubs,Wholesale Clubs,19051000,Shops: Warehouses and Wholesale Stores
5309,Duty Free Store,Duty Free Stores,19020000,Shops: Discount Stores
5310,Discount Stores,Discount Stores,19020000,Shops: Discount Stores
5311,Department Stores,Department Stores,19018000,Shops: Department Stores
5331,Variety Stores,Variety Stores,19015000,Shops: Convenience Stores
5399,Misc. General Merchandise,Miscellaneous General Merchandise,19015000,Shops: Convenience Stores
5411,"Grocery Stores, Supermarkets","Grocery Stores, Supermarkets",19047000,Shops: Supermarkets and Groceries
5422,Meat Provisioners - Freezer and Locker,Freezer and Locker Meat Provisioners,19025001,Shops: Food and Beverage Store: Specialty
5441,"Candy, Nut, and Confectionery Stores","Candy, Nut, and Confectionery Stores",19025001,Shops: Food and Beverage Store: Specialty
5451,Dairy Products Stores,Dairy Products Stores,19025001,Shops: Food and Beverage Store: Specialty
5462,Bakeries,Bakeries,19025001,Shops: Food and Beverage Store: Specialty
5499,Misc. Food Stores - Convenience Stores and Specialty Markets,Miscellaneous Food Stores - Convenience Stores and Specialty Markets,19015000,Shops: Convenience Stores
5511,"Car and Truck Dealers (New and Used) Sales, Service, Repairs, Parts, and Leasing","Car and Truck Dealers (New & Used) Sales, Service, Repairs Parts and Leasing ",19005007,Shops: Automotive: Car Dealers and Leasing
5521,Automobile and Truck Dealers (Used Only),"Car and Truck Dealers (Used Only) Sales, Service, Repairs Parts and Leasing ",19005001,Shops: Automotive: Used Car Dealers
5531,Automobile Supply Stores,Auto and Home Supply Stores,19005006,Shops: Automotive: Car Parts and Accessories
5532,Automotive Tire Stores,Automotive Tire Stores,18006007,Service: Automotive: Auto Tires
5533,"Automotive Parts, Accessories Stores",Automotive Parts and Accessories Stores,19005006,Shops: Automotive: Car Parts and Accessories
5541,Service Stations ( with or without ancillary services),Service Stations ,22009000,Travel: Gas Stations
5542,Automated Fuel Dispensers,Automated Fuel Dispensers,22009000,Travel: Gas Stations
5551,Boat Dealers,Boat Dealers,19008000,Shops: Boat Dealers
5561,"Recreational and Utility Trailers, Camp Dealers","Motorcycle Shops, Dealers",19005004,"Shops: Automotive: Motorcycles, Mopeds and Scooters"
5571,Motorcycle Dealers,Motorcycle Shops and Dealers,19005004,"Shops: Automotive: Motorcycles, Mopeds and Scooters"
5592,Motor Home Dealers,Motor Homes Dealers,19005003,Shops: Automotive: RVs and Motor Homes
5598,Snowmobile Dealers,Snowmobile Dealers,17039000,Recreation: Snow Sports
5599,Miscellaneous Auto Dealers ,Miscellaneous Auto Dealers ,19005007,Shops: Automotive: Car Dealers and Leasing
5611,Men's and Boy's Clothing and Accessories Stores,Men's and Boy's Clothing and Accessories Stores,19012004,Shops: Clothing and Accessories: Men's Store
5621,Women's Ready-to-Wear Stores,Women's Ready-To-Wear Stores,19012001,Shops: Clothing and Accessories: Women's Store
5631,Women's Accessory and Specialty Shops,Women's Accessory and Specialty Shops,19012008,Shops: Clothing and Accessories: Accessories Store
5641,Children's and Infant's Wear Stores,Children's and Infant's Wear Stores,19012006,Shops: Clothing and Accessories: Kids' Store
5651,Family Clothing Stores,Family Clothing Stores,19012000,Shops: Clothing and Accessories
5655,"Sports Apparel, Riding Apparel Stores",Sports and Riding Apparel Stores,19046000,Shops: Sporting Goods
5661,Shoe Stores,Shoe Stores,19012003,Shops: Clothing and Accessories: Shoe Store
5681,Furriers and Fur Shops,Furriers and Fur Shops,19012007,Shops: Clothing and Accessories: Boutique
5691,Men's and Women's Clothing Stores,"Men's, Women's Clothing Stores",19012000,Shops: Clothing and Accessories
5697,"Tailors, Seamstress, Mending, and Alterations","Tailors, Alterations",18062000,Service: Tailors
5698,Wig and Toupee Stores,Wig and Toupee Stores,19006000,Shops: Beauty Products
5699,Miscellaneous Apparel and Accessory Shops,Miscellaneous Apparel and Accessory Shops,19012008,Shops: Clothing and Accessories: Accessories Store
5712,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances","Furniture, Home Furnishings, and Equipment Stores, Except Appliances",19027000,Shops: Furniture and Home Decor
5713,Floor Covering Stores,Floor Covering Stores,18024025,Service: Home Improvement: Carpet and Flooring
5714,"Drapery, Window Covering and Upholstery Stores","Drapery, Window Covering, and Upholstery Stores",18024015,Service: Home Improvement: Interior Design
5718,"Fireplace, Fireplace Screens, and Accessories Stores","Fireplace, Fireplace Screens, and Accessories Stores",18024021,"Service: Home Improvement: Fences, Fireplaces and Garage Doors"
5719,Miscellaneous Home Furnishing Specialty Stores,Miscellaneous Home Furnishing Specialty Stores,18024016,Service: Home Improvement: Housewares
5722,Household Appliance Stores,Household Appliance Stores,18024018,Service: Home Improvement: Home Appliances
5732,Electronic Sales,Electronics Stores,19013000,Shops: Computers and Electronics
5733,"Music Stores, Musical Instruments, Piano Sheet Music","Music Stores-Musical Instruments, Pianos, and Sheet Music",19017000,Shops: Dance and Music
5734,Computer Software Stores,Computer Software Stores,19013000,Shops: Computers and Electronics
5735,Record Shops,Record Stores,19017000,Shops: Dance and Music
5811,Caterers,Caterers,18021002,Service: Food and Beverage: Catering
5812,Eating places and Restaurants,"Eating Places, Restaurants",13005000,Food and Drink: Restaurants
5813,"Drinking Places (Alcoholic Beverages), Bars, Taverns, Cocktail lounges, Nightclubs and Discotheques",Drinking Places,13001000,Food and Drink: Bar
5814,Fast Food Restaurants,Fast Food Restaurants,13005032,Food and Drink: Restaurants: Fast Food
5815,"Digital Goods: Books, Movies, Music","Digital Goods: Books, Movies, Music",19019000,Shops: Digital Purchase
5815,"Digital Goods: Books, Movies, Music","Digital Goods: Books, Movies, Music",19019000,Shops: Digital Purchase
5816,Digital Goods: Games,Digital Goods: Games,19019000,Shops: Digital Purchase
5816,Digital Goods: Games,Digital Goods: Games,19019000,Shops: Digital Purchase
5817,Digital Goods: Applications (Excludes Games),Digital Goods: Applications (Excludes Games),19019000,Shops: Digital Purchase
5818,Digital Goods: Multi-Category,Digital Goods: Multi-Category,19019000,Shops: Digital Purchase
5818,Digital Goods: Multi-Category,Digital Goods: Multi-Category,19019000,Shops: Digital Purchase
5832,"Antique Shops - Sales, Repairs, and Restoration Services",,19002000,Shops: Antiques
5912,Drug Stores and Pharmacies,Drug Stores and Pharmacies,19043000,Shops: Pharmacies
5921,"Package Stores - Beer, Wine, and Liquor","Package Stores-Beer, Wine, and Liquor",19025004,"Shops: Food and Beverage Store: Beer, Wine and Spirits"
5931,Used Merchandise and Secondhand Stores,Used Merchandise and Secondhand Stores,19050000,Shops: Vintage and Thrift
5932,Antique Shops,Antique Shops,19002000,Shops: Antiques
5933,Pawn Shops and Salvage Yards,Pawn Shops,19041000,Shops: Pawn Shops
5935,Wrecking and Salvage Yards,Wrecking and Salvage Yards,19005002,Shops: Automotive: Salvage Yards
5937,Antique Reproductions,Antique Reproductions,19002000,Shops: Antiques
5940,Bicycle Shops - Sales and Service,Bicycle Shops,19007000,Shops: Bicycles
5941,Sporting Goods Stores,Sporting Goods Stores,19046000,Shops: Sporting Goods
5942,Book Stores,Book Stores,19009000,Shops: Bookstores
5943,"Stationery Stores, Office and School Supply Stores","Stationery Stores, Office, and School Supply Stores",19039000,Shops: Office Supplies
5944,"Watch, Clock, Jewelry, and Silverware Stores","Jewelry Stores, Watches, Clocks, and Silverware Stores",19033000,Shops: Jewelry and Watches
5945,"Hobby, Toy, and Game Shops","Hobby, Toy, and Game Shops",19031000,Shops: Hobby and Collectibles
5946,Camera and Photographic Supply Stores,Camera and Photographic Supply Stores,19013003,Shops: Computers and Electronics: Cameras
5947,"Card Shops, Gift, Novelty, and Souvenir Shops","Gift, Card, Novelty, and Souvenir Shops",19028000,Shops: Gift and Novelty
5948,Leather Foods Stores,Luggage and Leather Goods Stores,19034000,Shops: Luggage
5949,"Sewing, Needle, Fabric, and Price Goods Stores","Sewing, Needlework, Fabric, and Piece Goods Stores",18037001,Service: Manufacturing: Apparel and Fabric Products
5950,Glassware/Crystal Stores,"Glassware, Crystal Stores",19028000,Shops: Gift and Novelty
5960,Direct Marketing- Insurance Service,Direct Marketing - Insurance Services,18030000,Service: Insurance
5961,"Mail Order Houses Including Catalog Order Stores, Book/Record Clubs (No longer permitted for U.S. original presentments)",,18001008,Service: Advertising and Marketing: Direct Mail and Email Marketing Services
5962,Direct Marketing - Travel Related Arrangements Services,Direct Marketing - Travel,18067000,Service: Travel Agents and Tour Operators
5963,Door-to-Door Sales,Door-To-Door Sales,19038000,Shops: Newsstands
5964,Direct Marketing - Catalog Merchant,Direct Marketing - Catalog Merchant,18001008,Service: Advertising and Marketing: Direct Mail and Email Marketing Services
5965,Direct Marketing - Catalog and Catalog and Retail Merchant,Direct Marketing - Combination Catalog and Retail Merchant,18001008,Service: Advertising and Marketing: Direct Mail and Email Marketing Services
5966,Direct Marketing- Outbound Telemarketing Merchant,Direct Marketing - Outbound Tele,18001000,Service: Advertising and Marketing
5967,Direct Marketing - Inbound Teleservices Merchant,Direct Marketing - Inbound Tele,18001000,Service: Advertising and Marketing
5968,Direct Marketing - Continuity/Subscription Merchant,Direct Marketing - Subscription,18001000,Service: Advertising and Marketing
5969,Direct Marketing - Not Elsewhere Classified,Direct Marketing - Other ,18001000,Service: Advertising and Marketing
5970,Artist's Supply and Craft Shops,Artist's Supply and Craft Shops,19003000,Shops: Arts and Crafts
5971,Art Dealers and Galleries,Art Dealers and Galleries,17001017,Recreation: Arts and Entertainment: Art Dealers and Galleries
5972,Stamp and Coin Stores - Philatelic and Numismatic Supplies,Stamp and Coin Stores,19031000,Shops: Hobby and Collectibles
5973,Religious Goods Stores,Religious Goods Stores,19000000,Shops
5975,"Hearing Aids - Sales, Service, and Supply Stores",Hearing Aids Sales and Supplies,19000000,Shops
5976,Orthopedic Goods Prosthetic Devices,Orthopedic Goods - Prosthetic Devices,19000000,Shops
5977,Cosmetic Stores,Cosmetic Stores,19006000,Shops: Beauty Products
5978,"Typewriter Stores - Sales, Rental, Service",Typewriter Stores,19039000,Shops: Office Supplies
5983,"Fuel - Fuel Oil, Wood, Coal, Liquefied Petroleum",Fuel Dealers (Non Automotive),19026000,Shops: Fuel Dealer
5992,Florists,Florists,19024000,Shops: Florists
5993,Cigar Stores and Stands,Cigar Stores and Stands,19000000,Shops
5994,News Dealers and Newsstands,News Dealers and Newsstands,19038000,Shops: Newsstands
5995,"Pet Shops, Pet Foods, and Supplies Stores","Pet Shops, Pet Food, and Supplies",19042000,Shops: Pets
5996,"Swimming Pools - Sales, Service, and Supplies",Swimming Pools Sales,18024006,Service: Home Improvement: Pools and Spas
5997,Electric Razor Stores - Sales and Service,Electric Razor Stores,18045000,Service: Personal Care
5998,Tent and Awning Shops,Tent and Awning Shops,17025000,Recreation: Outdoors
5999,Miscellaneous and Specialty Retail Stores,Miscellaneous Specialty Retail,19000000,Shops
6010,Financial Institutions - Manual Cash Disbursements,Manual Cash Disburse,11000000,Cash Advance
6011,Financial Institutions - Manual Cash Disbursements,Automated Cash Disburse,11000000,Cash Advance
6012,Financial Institutions - Merchandise and Services,Financial Institutions,18020012,Service: Financial: Banking and Finance
6050,Quasi Cash–Member Financial Institution,Quasi Cash–Member Financial Institution,18020012,Service: Financial: Banking and Finance
6051,"Non-Financial Institutions - Foreign Currency, Money Orders (not wire transfer) and Travelers Cheques","Non-FI, Money Orders",18020010,Service: Financial: Check Cashing
6211,Security Brokers/Dealers,Security Brokers/Dealers,18020003,Service: Financial: Stock Brokers
6300,"Insurance Sales, Underwriting, and Premiums","Insurance Underwriting, Premiums",18030000,Service: Insurance
6381,"Insurance Premiums, (no longer valid for first presentment work)",,18030000,Service: Insurance
6399,"Insurance, Not Elsewhere Classified ( no longer valid forfirst presentment work)",Insurance - Default,18030000,Service: Insurance
6513,Real Estate Agents and Managers - Rentals,Real Estate Agents and Managers - Rentals,18050003,Service: Real Estate: Real Estate Agents
6536,MoneySend Intracountry,MoneySend Intracountry,21010000,Transfer: Third Party
6540,POI (Point of Interaction) Funding Transactions (Excluding MoneySend),POI (Point of Interaction) Funding Transactions,18020010,Service: Financial: Check Cashing
6555,Miscellaneous Personal Services ( rebate),Miscellaneous Personal Services ( rebate),10000000,Bank Fees
7011,"Lodging - Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)","Hotels, Motels, and Resorts",22012003,Travel: Lodging: Hotels and Motels
7012,Timeshares,Timeshares,22012002,Travel: Lodging: Lodges and Vacation Rentals
7032,Sporting and Recreational Camps,Sporting/Recreation Camps,17041000,Recreation: Sports and Recreation Camps
7033,Trailer Parks and Camp Grounds,"Trailer Parks, Campgrounds",17007000,Recreation: Campgrounds and RV Parks
7210,"Laundry, Cleaning, and Garment Services","Laundry, Cleaning Services",18045008,Service: Personal Care: Laundry and Garment Services
7211,Laundry - Family and Commercial,Laundries ,18045008,Service: Personal Care: Laundry and Garment Services
7216,Dry Cleaners,Dry Cleaners,18045008,Service: Personal Care: Laundry and Garment Services
7217,Carpet and Upholstery Cleaning,Carpet/Upholstery Cleaning,18024025,Service: Home Improvement: Carpet and Flooring
7221,Photographic Studios,Photographic Studios,18047000,Service: Photography
7230,Barber and Beauty Shops,Barber and Beauty Shops,18045009,Service: Personal Care: Hair Salons and Barbers
7251,"Shop Repair Shops and Shoe Shine Parlors, and Hat Cleaning Shops",Shoe Repair/Hat Cleaning,18011000,Service: Cleaning
7261,Funeral Service and Crematories,"Funeral Services, Crematories",18022000,Service: Funeral Services
7273,Dating and Escort Services,Dating/Escort Services,18015000,Service: Dating and Escort
7276,Tax Preparation Service,Tax Preparation Services,18020001,Service: Financial: Taxes
7277,"Counseling Service - Debt, Marriage, Personal",Counseling Services,18014000,Service: Credit Counseling and Bankruptcy Services
7278,"Buying/Shopping Services, Clubs",Buying/Shopping Services,19053000,Shops: Wholesale
7296,"Clothing Rental - Costumes, Formal Wear, Uniforms",Clothing Rental ,19016000,Shops: Costumes
7297,Massage Parlors,Massage Parlors,18045006,Service: Personal Care: Massage Clinics and Therapists
7298,Health and Beauty Shops,Health and Beauty Spas,18045003,Service: Personal Care: Spas
7299,Miscellaneous Personal Services (not elsewhere classified),Miscellaneous General Services,18045000,Service: Personal Care
7311,Advertising Services,Advertising Services,18001010,Service: Advertising and Marketing: Advertising Agencies and Media Buyers
7321,Consumer Credit Reporting Agencies,Credit Reporting Agencies,18020008,Service: Financial: Credit Reporting
7332,Blueprinting and Photocopying Services,,18008001,Service: Business Services: Printing and Publishing
7333,"Commercial Photography, Art and Graphics","Commercial Photography, Art and Graphics",18074000,Service: Art and Graphic Design
7338,"Quick Copy, Reproduction and Blueprinting Services","Quick Copy, Repro, and Blueprint",18008001,Service: Business Services: Printing and Publishing
7339,Stenographic and Secretarial Support Services,Secretarial Support Services,18008000,Service: Business Services
7342,Exterminating and Disinfecting Services,Exterminating Services,18024008,Service: Home Improvement: Pest Control
7349,"Cleaning and Maintenance, Janitorial Services",Cleaning and Maintenance,18011000,Service: Cleaning
7361,"Employment Agencies, Temporary Help Services",Employment/Temp Agencies,18016000,Service: Employment Agencies
7372,"Computer Programming, Integrated Systems Design and Data Processing Services",Computer Programming,18059000,Service: Software Development
7375,Information Retrieval Services,Information Retrieval Services,18012000,Service: Computers
7379,"Computer Maintenance and Repair Services, Not Elsewhere Classified",Computer Repair,18012001,Service: Computers: Maintenance and Repair
7392,"Management, Consulting, and Public Relations Services","Consulting, Public Relations",18001003,Service: Advertising and Marketing: Public Relations
7393,Protective and Security Services - Including Armored Carsand Guard Dogs,Detective Agencies,18057000,Service: Security and Safety
7394,"Equipment Rental and Leasing Services, Tool Rental, Furniture Rental, and Appliance Rental",Equipment Rental ,19022000,Shops: Equipment Rental
7395,"Photofinishing Laboratories, Photo Developing",Photo Developing,18047000,Service: Photography
7399,"Business Services, Not Elsewhere Classified",Miscellaneous Business Services ,18008000,Service: Business Services
7511,Truck Stop,Truck Stop,22009000,Travel: Gas Stations
7512,Car Rental Companies ( Not Listed Below),Car Rental Agencies,22005000,Travel: Car and Truck Rentals
7513,Truck and Utility Trailer Rentals,Truck/Utility Trailer Rentals,22005000,Travel: Car and Truck Rentals
7519,Motor Home and Recreational Vehicle Rentals,Recreational Vehicle Rentals,19005003,Shops: Automotive: RVs and Motor Homes
7523,Automobile Parking Lots and Garages,"Parking Lots, Garages",22013000,Travel: Parking
7531,Automotive Body Repair Shops,Auto Body Repair Shops,18006003,Service: Automotive: Maintenance and Repair
7534,Tire Re-treading and Repair Shops,Tire Retreading and Repair,18006003,Service: Automotive: Maintenance and Repair
7535,Paint Shops - Automotive,Auto Paint Shops,18006003,Service: Automotive: Maintenance and Repair
7538,Automotive Service Shops,Auto Service Shops,18006003,Service: Automotive: Maintenance and Repair
7542,Car Washes,Car Washes,18006004,Service: Automotive: Car Wash and Detail
7549,Towing Services,Towing Services,18006001,Service: Automotive: Towing
7622,Radio Repair Shops,Electronics Repair Shops,19013000,Shops: Computers and Electronics
